TradeTime,open,high,low,close,volume
2018-09-12 09:00:00,47650.0,47650.0,47650.0,47650.0,200068
2018-09-12 09:15:00,47660.0,47660.0,47620.0,47620.00000000001,7031152
2018-09-12 09:30:00,47620.00000000001,47620.00000000001,47510.0,47550.0,22430804
2018-09-12 09:45:00,47550.0,47580.00000000001,47520.0,47540.0,16099228
2018-09-12 10:00:00,47540.0,47610.0,47520.0,47600.0,13085436
2018-09-12 10:15:00,,,,,0
2018-09-12 10:30:00,47610.0,47680.0,47610.0,47680.0,11683662
2018-09-12 10:45:00,47680.0,47710.0,47640.0,47660.0,17270778
2018-09-12 11:00:00,47660.0,47720.0,47650.0,47720.0,16578994
2018-09-12 11:15:00,47730.00000000001,47730.00000000001,47720.0,47720.0,196732
