TradeTime,last_price,volume
10:00:42,47630.0,12152
10:00:43,47630.0,12152
10:00:43,47630.0,12152
10:00:44,47630.0,12152
10:00:44,47630.0,12152
10:00:47,47630.0,12152
10:00:49,47630.0,12152
10:00:51,47630.0,12152
10:00:53,47630.0,12154
10:00:54,47640.0,12160
10:00:55,47640.0,12160
10:00:55,47640.0,12160
10:00:57,47630.0,12162
10:00:57,47630.0,12162
10:00:58,47640.0,12166
10:00:58,47640.0,12166
10:00:59,47640.0,12166
10:01:06,47640.0,12166
10:01:07,47640.0,12166
10:01:07,47620.0,12172
10:01:08,47620.0,12172
10:01:08,47620.0,12172
10:01:09,47620.0,12172
10:01:09,47620.0,12172
10:01:10,47620.0,12172
10:01:10,47620.0,12172
10:01:11,47620.0,12172
10:01:11,47620.0,12172
10:01:12,47620.0,12172
10:01:12,47620.0,12172
10:01:13,47620.0,12172
10:01:13,47620.0,12172
10:01:14,47630.0,12176
10:01:14,47630.0,12178
10:01:17,47630.0,12178
10:01:17,47630.0,12184
10:01:18,47630.0,12184
10:01:19,47630.0,12184
10:01:19,47630.0,12184
10:01:24,47630.0,12184
10:01:24,47630.0,12184
10:01:28,47630.0,12184
10:01:29,47630.0,12184
10:01:33,47630.0,12186
10:01:36,47630.0,12186
10:01:36,47630.0,12186
10:01:37,47630.0,12186
10:01:38,47630.0,12186
10:01:38,47630.0,12186
10:01:39,47640.0,12192
10:01:39,47640.0,12198
10:01:40,47640.0,12204
10:01:40,47640.0,12204
10:01:41,47640.0,12204
10:01:41,47640.0,12204
10:01:42,47640.0,12204
10:01:42,47640.0,12204
10:01:43,47640.0,12204
10:01:46,47640.0,12204
10:01:46,47640.0,12204
10:01:48,47640.0,12204
10:01:48,47640.0,12204
10:02:06,47640.0,12204
10:02:07,47630.0,12236
10:02:07,47630.0,12244
10:02:08,47640.0,12246
10:02:08,47640.0,12246
10:02:09,47640.0,12246
10:02:09,47630.0,12248
10:02:10,47640.0,12252
10:02:10,47640.0,12260
10:02:11,47640.0,12260
10:02:11,47640.0,12260
10:02:12,47640.0,12272
10:02:12,47640.0,12272
10:02:13,47640.0,12272
10:02:14,47640.0,12272
10:02:15,47640.0,12272
10:02:15,47640.0,12272
10:02:20,47640.0,12272
10:02:21,47630.0,12282
10:02:22,47630.0,12282
10:02:22,47640.0,12288
10:02:23,47640.0,12294
10:02:23,47640.0,12294
10:02:24,47630.0,12300
10:02:24,47630.0,12302
10:02:25,47630.0,12306
10:02:25,47630.0,12308
10:02:26,47630.0,12308
10:02:26,47630.0,12312
10:02:27,47630.0,12312
10:02:27,47630.0,12312
10:02:28,47630.0,12312
10:02:28,47630.0,12312
10:02:29,47640.0,12320
10:02:29,47640.0,12330
10:02:30,47640.0,12330
10:02:30,47640.0,12330
10:02:31,47640.0,12330
10:02:31,47640.0,12330
10:02:32,47640.0,12330
10:02:32,47640.0,12330
10:02:33,47640.0,12330
10:02:33,47640.0,12330
10:02:34,47640.0,12330
10:02:34,47640.0,12330
10:02:35,47640.0,12330
10:02:35,47640.0,12330
10:02:37,47640.0,12330
10:02:40,47640.0,12334
10:02:41,47640.0,12334
10:02:42,47640.0,12334
10:02:44,47640.0,12334
10:02:53,47640.0,12344
10:02:54,47640.0,12344
10:02:54,47640.0,12344
10:02:55,47640.0,12344
10:02:55,47640.0,12344
10:02:56,47640.0,12344
10:02:56,47640.0,12344
10:02:57,47640.0,12354
10:02:57,47640.0,12354
10:03:00,47640.0,12354
10:03:01,47640.0,12354
10:03:03,47640.0,12354
10:03:06,47640.0,12354
10:03:14,47640.0,12354
10:03:14,47640.0,12354
10:03:20,47640.0,12354
10:03:25,47640.0,12354
10:03:28,47640.0,12354
10:03:28,47640.0,12356
10:03:29,47640.0,12364
10:03:29,47640.0,12364
10:03:30,47640.0,12364
10:03:30,47640.0,12364
