TradeTime,last_price,volume
18:36:37,48380.0,0
20:59:00,48350.0,26
21:00:00,48350.0,26
21:00:01,48350.0,26
21:00:01,48290.0,28
21:00:02,48280.0,32
21:00:02,48280.0,32
21:00:03,48290.0,42
21:00:03,48290.0,42
21:00:04,48290.0,42
21:00:04,48290.0,42
21:00:05,48290.0,42
21:00:05,48290.0,42
21:00:06,48320.00000000001,44
21:00:06,48320.00000000001,44
21:00:07,48300.0,52
21:00:07,48300.0,54
21:00:08,48290.0,60
21:00:08,48280.0,68
21:00:09,48270.0,108
21:00:09,48290.0,114
21:00:10,48290.0,132
21:00:10,48290.0,132
21:00:11,48270.0,170
21:00:11,48280.0,178
21:00:12,48280.0,178
21:00:12,48280.0,180
21:00:13,48290.0,192
21:00:13,48280.0,220
21:00:14,48290.0,224
21:00:14,48290.0,224
21:00:15,48290.0,224
21:00:15,48290.0,224
21:00:16,48290.0,232
21:00:16,48290.0,236
21:00:17,48290.0,236
21:00:17,48290.0,236
21:00:18,48290.0,236
21:00:18,48290.0,236
21:00:19,48290.0,236
21:00:19,48290.0,240
21:00:20,48290.0,240
21:00:20,48290.0,240
21:00:21,48290.0,240
21:00:21,48290.0,240
21:00:22,48290.0,244
21:00:22,48290.0,244
21:00:23,48290.0,244
21:00:23,48290.0,244
21:00:24,48290.0,244
21:00:24,48290.0,244
21:00:25,48290.0,244
21:00:26,48290.0,244
21:00:26,48290.0,244
21:00:27,48290.0,244
21:00:27,48290.0,244
21:00:28,48290.0,244
21:00:28,48290.0,244
21:00:29,48300.0,250
21:00:29,48300.0,250
21:00:30,48300.0,250
21:00:30,48300.0,252
21:00:31,48300.0,252
21:00:31,48300.0,252
21:00:32,48300.0,252
21:00:32,48300.0,252
21:00:33,48300.0,252
21:00:33,48300.0,252
21:00:34,48300.0,252
21:00:34,48300.0,252
21:00:35,48330.0,256
21:00:35,48330.0,256
21:00:36,48330.0,256
21:00:36,48330.0,256
21:00:37,48330.0,256
21:00:37,48330.0,256
21:00:38,48330.0,256
21:00:38,48330.0,256
21:00:39,48330.0,256
21:00:39,48330.0,256
21:00:40,48330.0,256
21:00:40,48320.0,258
21:00:41,48320.0,258
21:00:41,48320.0,258
21:00:42,48320.0,258
21:00:42,48320.0,258
21:00:43,48340.0,260
21:00:43,48340.0,260
21:00:44,48340.0,260
21:00:44,48340.0,260
21:00:45,48340.0,260
21:00:45,48340.0,260
21:00:46,48340.0,260
21:00:46,48340.0,260
21:00:47,48340.0,260
21:00:47,48340.0,260
21:00:48,48340.0,260
21:00:48,48340.0,260
21:00:49,48340.0,260
21:00:49,48340.0,260
21:00:50,48340.0,260
21:00:50,48340.0,260
21:00:51,48340.0,260
21:00:51,48340.0,260
21:00:52,48340.0,260
21:00:52,48340.0,260
21:00:53,48340.0,260
21:00:53,48340.0,260
21:00:54,48340.0,262
21:00:55,48340.0,262
21:00:55,48340.0,266
21:00:56,48340.0,266
21:00:56,48350.0,268
21:00:57,48350.0,268
21:00:58,48350.0,268
21:00:58,48350.0,268
21:00:59,48330.0,294
21:00:59,48320.0,302
21:01:00,48320.0,302
21:01:00,48320.0,302
21:01:01,48320.0,302
21:01:01,48330.0,306
21:01:02,48330.0,306
21:01:02,48330.0,306
21:01:03,48330.0,306
21:01:03,48330.0,306
21:01:04,48330.0,306
21:01:05,48320.0,308
21:01:05,48320.0,308
21:01:06,48320.0,308
21:01:06,48320.0,308
21:01:08,48320.0,308
21:01:08,48320.0,308
21:01:09,48320.0,308
21:01:09,48320.0,312
21:01:10,48320.0,312
21:01:11,48320.0,312
21:01:11,48320.0,312
21:01:12,48320.0,314
21:01:12,48320.0,314
21:01:13,48320.0,314
21:01:13,48320.0,314
21:01:14,48320.0,314
21:01:15,48320.0,314
21:01:16,48320.0,314
21:01:17,48330.0,318
21:01:17,48330.0,318
21:01:18,48330.0,318
21:01:19,48330.0,318
21:01:19,48330.0,318
21:01:20,48330.0,318
21:01:21,48340.0,320
21:01:21,48340.0,320
21:01:23,48330.0,322
21:01:23,48330.0,322
21:01:24,48330.0,322
21:01:24,48330.0,322
21:01:25,48330.0,324
21:01:25,48330.0,324
21:01:26,48330.0,324
21:01:27,48330.0,332
21:01:27,48330.0,332
21:01:28,48330.0,334
21:01:28,48330.0,334
21:01:29,48330.0,334
21:01:30,48320.0,340
21:01:30,48320.0,340
21:01:31,48320.0,340
21:01:31,48320.0,340
21:01:32,48320.0,340
21:01:32,48320.0,340
21:01:33,48320.0,342
